"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"				  WA",N,LOPEZ ISLAND,S31,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AZ",S,TUCSON INTL,TUS,9/30/22,12/19/23,2020507,0,5939752,0,118086,0,2204880,10283225,175624,778143,2306667,348546,0,696033,388160,515117,5208290,15491515,5163850,876095,1020136,78300,8248009,8429946,0,2008442,25824778,41316293,23398275,2230026,1704130,6724161,623600,692136,35372328,21261572,56633900,-15317607,-4598467,-780585,2.420048E+7,6502174,0,0,18767531,44091133,28773526,443000496,471774022,27117454,1580817,0,2793085,8235791,39727147,23305000,0,0,23305000,0,0,24774706,24774706,143492356,0,8188,4003208,0,1686183,1962217,1.15,137373,6.1,231,5765780,3205516,4606692,2681352,
"				  VT",S,BURLINGTON INTL,BTV,6/30/22,12/22/22,1583832,0,2843584,0,0,0,0,4427416,118597,0,305236,2422491,0,0,160600,0,3006924,7434340,628218,232282,165097,108397,2835683,5657552,0,2395821,12023050,19457390,4636932,1348973,1501022,5635213,272138,3481502,16875780,7001229,23877009,-4419619,-29658,-1572926,28645049,2283319,0,0,244789,29570573,25150954,186370789,211521813,11823784,13802419,0,0,2027509,27653712,26603651,4855497,0,31459148,3386481,0,11775497,15161978,8230172,0,0,1223052,528575,545853,720671676,2.44,90829,8.11,51,1246125,0,3364908,76129,
"				  NC",S,ASHEVILLE REGIONAL,AVL,6/30/22,10/27/22,1589875,0,1886806,0,0,0,735621,4212302,0,0,1093778,11343,0,107006,117120,287476,1616723,5829025,333759,491873,10895,417969,4632706,7956131,0,2132962,15976295,21805320,6576736,446823,319103,1329956,319604,1455114,10447336,5469323,15916659,5888661,202339,-358263,22086031,3781512,0,0,-1006068,24705551,30594212,205981563,236575775,-3016567,10745909,19233,0,533595,8282170,0,0,211929329,211929329,31881751,0,177650569,209532320,30759353,196939329,0,1689530,0,840713,933604335,1.74,78409,5.01,71,1524873,338861,304437,423021,
"				  SC",S,MYRTLE BEACH INTL,MYR,6/30/22,12/14/22,4315116,0,7605946,0,0,0,-4596747,7324315,0,203108,512743,1066933,0,5525744,134940,726054,8169522,15493837,133560,819691,848002,119996,7234734,7172351,0,111357,16439691,31933528,11749408,1999535,590904,3964200,544482,2001946,20850475,14742832,35593307,-3659779,964774,-1788090,10925381,7011690,0,0,6362362,23476117,19816338,365070741,384887079,3079640,4054026,60780,0,16341193,23535639,43115671,19192131,0,62307802,34601178,0,18249228,52850406,74672555,0,0,3065731,3065731,1758163,2098967,1.87,156144,4.17,161,1445890,1405311,2714453,4801939,
"				  NH",S,MANCHESTER,MHT,6/30/22,12/22/22,4086492,0,3913810,0,75997,45840,0,8122139,4448780,416760,80205,168194,0,180097,383275,35655,5712966,13835105,3454369,412416,259143,186603,3056187,10154674,0,1489447,19012839,32847944,9076114,3216935,2661804,9217891,446517,860760,25480021,18279455,43759476,-10911532,-284619,-4098801,10624558,2344416,4220277,0,1056812,13862643,2951111,165858096,162178947,5683343,1007988,0,349509,4498,7045338,37735000,75686846,0,113421846,27186911,0,10320410,37507321,30754680,0,0,8426732,6041732,612019,1303700236,7.26,52795,13.27,76,2950285,1360862,698874,1189400,
"				  AZ",N,Grand Canyon West,1G4,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  FL",L,MIAMI INTL,MIA,9/30/22,5/17/23,51919099,0,422636578,0,10169968,0,0,484725645,16957785,4060,0,44538712,0,23721636,0,32497325,117719518,602445163,42705144,2.037261E+7,33923754,32215558,57075745,63940551,14156074,33631276,298020712,900465875,179988812,59334733,11259885,267634278,8966740,6869228,534053676,280175118,814228794,86237081,8760970,-211742678,35561411,100362683,44191034,0,738023,-22128557,64108524,873104892,937213416,57587084,13837008,4290522,3099924,28978648,107793186,5527910000,30064403,0,5557974403,434279627,0,488976481,923256108,415555086,0,17666,340333127,230333127,24937982,41894203,1.62,457154,19.44,1305,64285988,34690666,59860442,2394394,
"				  IN",N,GARY/CHICAGO,GYY,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NM",N,LEA COUNTY/HOBBS,HOB,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",M,BURBANK-GLENDALE-PASADENA,BUR,6/30/22,10/25/22,3255902,0,2214697,0,0,0,0,5470599,423967,375307,2912625,9104787,0,604992,0,969557,14391235,19861834,3339786,3171316,1251763,850558,8302448,27989129,0,465730,45370730,65232564,6362897,2292561,365869,29432017,1337733,9423330,49214407,16391543,65605950,-373386,-7282192,-4011938,16112534,9687636,0,0,4680286,19186326,18812940,528669914,547482855,3721699,3548133,12367,0,1332588,8614787,84450693,0,0,84450693,28027991,0,65406558,93434549,35350451,0,0,10450755,10450755,2712835,4200608262,0.97,141016,2.02,177,8242375,3866872,9356630,1054344,
"				  OH",N,TOLEDO EXPRESS,TOL,12/31/22,6/28/23,0,0,316268,0,0,0,0,316268,118336,484202,54,2019129,0,1053555,0,35755,3711031,4027299,698521,0,0,0,459743,28161,0,994,1187419,5214718,1667131,908506,29959,2523172,116783,0,5245551,6412217,11657768,-6443050,115701,-317288,4554602,488653,0,-125167,-940665,3775836,-2667214,95863296,93196082,3466248,166701,0,0,1101264,4734213,3360000,3718207,0,7078207,953061,0,1823509,2776570,221617,0,0,1284777,0,77946,83504616,0,39492,4.06,13,507931,507931,1306169,312754,
"				  MI",S,GERALD R FORD INTERNATIONAL,GRR,12/31/22,6/30/23,6662530,0,7390741,0,3433919,0,774363,18261553,947558,0,1341805,3320116,0,397334,134782,307477,6449072,24710625,100489,1267951,1157877,733973,6145583,28084891,0,-1869274,35621490,60332115,1.440281E+7,1873353,2283461,13998527,590908,4779572,37928631,23532135,61460766,-1128651,1596789,-8961695,15036756,7068550,650000,0,3280707,18671107,17542456,313589265,331131721,7877310,57748945,1597634,411962,3403037,71038888,246287143,0,0,246287143,10580595,0,20071979,30652574,34696426,0,0,19004893,16062015,1745640,2126892692,3.57,74356,10.46,116,3189358,1738997,2275377,1521163,
"				  PA",N,WESTMORELAND COUNTY,LBE,12/31/22,8/1/23,551025,0,2080,0,0,0,0,553105,0,36303,0,656034,0,0,0,206759,899096,1452201,108414,0,0,0,522406,0,0,2598472,3229292,4681493,2923047,361857,360710,214724,325870,449921,4636129,3286603,7922732,-3241239,5132,-182666,5054136,512119,0,-368898,394420,5414243,2173004,55102137,57275141,3853529,1684984,0,0,627743,6166256,5197000,206134,0,5403134,0,0,0,0,379527,0,0,793000,793000,243947,100530195,3,38775,2.27,31,113784,20661,24588,38443,
"				  IL",N,CENTRAL ILLINOIS REGIONAL,BMI,4/30/22,8/30/22,122409,0,314519,0,0,0,0,436928,35996,34196,28800,272218,0,197399,119373,0,687982,1124910,330259,71012,0,6981,928738,0,0,695881,2032871,3157781,1512083,631437,397139,434275,198380,1629003,4802317,5718361,10520678,-7362897,11173,-370766,2811098,765727,0,0,4549665,7766897,404000,5.421692E+7,5.462092E+7,415778,289670,14498,87914,141948,949808,11165710,0,0,11165710,1488356,0,2100728,3589084,9515695,0,71364,3264131,2591252,182886,201014233,0.6,24022,2.39,24,226058,50052,642071,453505,
"				  MD",N,SALISBURY-OCEAN CITY,SBY,6/30/22,3/20/23,174918,0,51251,0,0,0,10142,236311,0,0,18608,328954,49957,0,0,2086,399605,635916,30038,3171,0,16175,220021,516955,0,19800,806160,1442076,715284,191201,75135,495062,40804,660311,2177797,3614888,5792685,-4350609,392,-398,4050313,225241,0,0,2094,4277642,-72967,34577592,34504625,4644289,0,0,0,0,4644289,5379727,0,0,5379727,0,0,0,0,0,5379727,0,0,54853,61561,6.551865E+7,2.48,59917,3.84,8,109757,308985,304885,4356,
"				  FL",N,TALLAHASSEE INTERNATIONAL,TLH,9/30/22,7/1/23,1003116,0,1905892,0,0,0,1256123,4165131,200509,274496,140084,303423,0,299398,116800,0,1334710,5499841,1070527,160520,86553,67775,2195734,4351176,0,1810051,9742336,15242177,4465329,1017264,458409,6134576,389540,2820,12467938,8454753,20922691,-5680514,157472,-2246,8568484,1732492,705000,0,1456460,12617662,6937148,135283283,142220431,622134,10309528,0,144243,1289486,12365391,198353,0,0,198353,0,0,0,0,1144493,0,0,50607,0,412778,553348011,2.02,73186,10.09,73,1886497,1346230,4816018,26818,
"				  PR",N,JOSE APONTE DE LA TORRE,RVR,6/30/22,2/10/23,158742,0,466177,0,15457,0,0,640376,0,0,130985,0,0,4082,0,0,135067,775443,12865,0,0,0,0,0,0,13879,26744,802187,1317324,183897,22487,340822,1377059,143251,3384840,1752489,5137329,-4335142,0,-34480,2117100,0,0,0,0,2082620,-2252522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AR",S,NORTHWEST ARKANSAS REGIONAL,XNA,12/31/22,6/14/23,2976391,0,3597290,0,0,0,0,6573681,0,0,154525,0,499488,873170,331524,0,1858707,8432388,999823,1514463,0,0,3256243,8431167,0,0,14201696,22634084,5805396,979162,3144908,4241228,696103,0,14866797,12772703,27639500,-5005416,591251,-1055063,21356046,3366658,0,1550422,-1464857,24344457,19339041,194141053,213480094,11011766,3809778,101453,0,7128561,22051558,44746670,0,0,44746670,0,0,3915172,3915172,48222972,0,0,5556957,2210676,836195,967735629,3.1,42690,7.86,62,1612979,1279334,3410610,155016,
"				  CO",N,PUEBLO MEMORIAL,PUB,12/31/22,6/28/23,24621,0,19515,0,0,0,32489,76625,0,0,116855,61925,132950,111719,0,88067,511516,588141,39425,0,0,28058,0,1200,0,13853,82536,670677,769552,415857,219408,847856,0,0,2252673,1890289,4142962,-3472285,-5610,-1847,1328013,0,1284106,0,0,2604662,-867623,47168981,0,20559,0,0,69725,17512,107796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CO",N,DURANGO-LA PLATA COUNTY,DRO,12/31/22,8/18/23,377224,0,593544,0,0,0,0,970768,15416,13974,30192,85123,262960,71393,0,0,479058,1449826,128990,55749,23323,95500,1248485,1676033,0,584282,3812362,5262188,1813375,246096,543356,708489,94517,260029,3665862,3208907,6874769,-1612581,50453,0,15966292,711069,0,0,379323,17107137,15494556,54906152,70288232,15148308,1324546,376458,0,167925,17017237,0,0,0,0,0,0,0,0,9641916,0,0,0,0,183440,245205566,1.81,21948,5.29,19,0,875072,394932,98069,
"				  AL",S,HUNTSVILLE INTL-CARL T JONE,HSV,6/30/22,10/21/22,1178731,0,6976884,0,0,0,1979415,10135030,585454,0,434909,2768806,0,438232,110840,208368,4546609,14681639,714957,138116,186518,633965,2977618,7152197,3104157,1994071,16901599,31583238,8490689,1354180,701533,1761947,482688,7559648,20350685,19278269,39628954,-8045716,180922,-469146,25374956,2481794,0,0,1116177,28684703,20638987,380559793,401198782,9602560,347598,1733724,0,4441046,16124928,16795870,0,0,16795870,3824691,0,11293783,15118474,69324460,0,0,3610362,2134656,581887,7.13597E+8,1.65,65273,17.42,112,1003122,1717025,1807579,465622,
"				  IN",N,SOUTH BEND REGIONAL AIRPORT,SBN,12/31/22,6/22/23,761355,0,2014605,0,0,0,600,2776560,189584,163644,698229,0,0,186813,0,323752,1562022,4338582,449780,332504,0,791744,1277431,3043579,0,49647,5944685,10283267,5837818,868937,740200,2807517,368927,24236055,34859454,3784036,38643490,-28360223,447515,-133044,5060226,1527699,33582951,-535176,4390469,44340640,15980417,123851317,139831734,0,19243215,0,0,2591834,21835049,5800000,0,0,5800000,3280211,0,4393598,7673809,19708913,0,0,1122968,0,364772,546679051,1.38,37212,7.61,58,1229476,1229476,1836675,529280,
"				  AR",N,JONESBORO MUNICIPAL,JBR,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",N,PLATTSBURGH INTL,PBG,12/31/22,7/20/23,87738,0,72091,0,0,11497,7472,178798,10596,0,0,1130997,0,73300,50565,0,1265458,1444256,734009,3033,0,68493,116021,684923,0,3586757,5193236,6637492,2305235,691771,1519,4237858,0,1039297,8275680,10757878,19033558,-12396066,17879,0,7992799,345412,113398,0,0,8469488,-3926578,1.5035523E+8,146428653,3750404,127943,0,0,89532,3967879,31065858,0,0,31065858,1324294,0,829179,2153473,0,31065858,0,1137435,0,74258,786361,1.25,1533,2.41,34,448574,745000,1487932,109250,
"				  CO",N,YAMPA VALLEY,HDN,12/31/22,6/30/23,1162765,0,1657828,0,0,0,352471,3173064,0,0,457177,0,524630,248648,20260,0,1250715,4423779,79753,1522609,254328,56018,1837088,783771,0,1812961,6346528,10770307,3568243,286958,575004,749830,171990,590867,5942892,3810706,9753598,1016709,44741,0,11185462,744073,0,0,27892,12002168,13018877,74738156,87757033,6844553,1135491,2652739,0,0,10632783,0,0,0,0,0,0,0,0,0,0,0,0,0,200204,272483894,4.28,1585,15.85,43,352471,836282,431706,10841,
"				  AK",N,QUINHAGAK,AQH,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  ME",N,BANGOR INTL,BGR,6/30/22,4/14/23,649463,0,997101,0,217567,0,582316,2446447,0,437778,2361734,609650,0,11083532,0,236865,14729559,17176006,973547,213673,61170,12759,3102934,2883806,0,145448,7393337,24569343,9315634,1819514,1011338,6928158,578888,201341,19854873,6933669,26788542,-2219199,534526,-286511,8123581,0,50000,0,0,8421596,6202397,107222278,113424675,207669,1975585,46277,0,4201450,6430981,7866576,0,0,7866576,0,0,0,0,9316971,0,0,1107232,0,349589,1959790,1.3,43052,7,109,909796,0,587341,323019,
"				  AK",N,NULATO,NUL,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,BARTER ISLAND LRRS,BTI,6/30/22,1/11/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6004,0,0,0,0,0,6004,0,6004,-6004,0,0,0,0,0,0,0,0,-6004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581668,0,
"				  NM",N,CAVERN CITY AIR TRML,CNM,6/30/22,12/8/22,0,0,0,0,0,0,0,0,0,0,5618,6743,0,0,0,0,12361,12361,5647,0,0,1000,0,0,0,0,6647,19008,358497,15077,6315,44221,0,26302,450412,0,450412,-431404,0,0,233550,0,0,0,0,233550,-197854,0,0,278074,0,0,0,117041,395115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",N,CHAUTAUQUA COUNTY/JAMESTOWN,JHW,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  GA",L,Hartsfield-Jackson Atlanta International,ATL,6/30/22,12/27/22,0,0,45738694,0,0,0,975196,46713890,0,180596,4226076,6503955,0,9392111,0,2198143,22500881,69214771,41635519,17315486,11485148,4690327,45636127,158140512,311046,30927108,310141273,379356044,81970916,7854356,6358771,1.6542152E+8,7531418,39726734,308863715,291580648,600444363,-221088319,-18920432,-91152888,2.1709956E+8,185768678,0,0,-8168144,284626774,63538455,5103796276,5.16733473E+9,2.3694E+8,5.10329E+8,0,2.09706E+8,124149000,1081124000,3354035984,455025000,0,3809060984,425332000,0,520793000,946125000,753711704,1019662374,0,188051446,17724315,4.486092E+7,5.514E+10,0,725508,1.04,1290,53184798,2.898672E+7,1.6542152E+8,5881557,
"				  MI",N,GOGEBIC-IRON COUNTY,IWD,12/31/22,4/28/23,100160,0,70872,0,93900,0,4272,269204,9510,965,0,69692,0,332969,13530,137823,564489,833693,11590,0,0,0,0,360,0,0,11950,845643,508590,40676,229972,16636,16231,129122,941227,0,941227,-95584,70,0,14629,26057,22500,0,0,63256,-32328,0,0,0,25019,0,0,163111,188130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OK",N,STILLWATER MUNICIPAL,SWO,6/30/22,10/24/22,36821,0,50889,0,0,0,56409,144119,675,0,0,94770,0,153541,0,28318,277304,421423,217807,1209,0,0,10781,0,0,0,229797,651220,1128602,12641,251026,705991,0,43640,2141900,0,2141900,-1490680,9313,0,5647762,108541,21200,22679,0,5809495,4318815,30707127,34611997,3975367,0,0,0,731611,4706978,0,0,0,0,0,0,0,0,0,0,0,0,0,20954,3.001662E+7,0.95,79217,6.88,21,43937,44281,2512932,30000,
"				  CA",N,ARCATA,ACV,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OR",S,EUGENE - MAHLON SWEET FIELD,EUG,6/30/22,12/19/22,2177781,0,3081174,0,11293,0,698489,5968737,26477,0,58620,296300,0,81940,216942,40345,720624,6689361,155020,322799,205640,159989,2244046,7969011,0,786889,11843394,18532755,7950150,585826,1787001,1446935,257710,2062442,14090064,6956397,21046461,-2513706,105986,-82610,4346791,3017561,8234109,-99838,0,15521999,13008293,120909845,133918138,8387004,2265268,1221954,0,204425,12078651,0,0,0,0,0,0,132480064,132480064,16805126,0,0,0,0,725002,847748214,2.73,67499,8.23,46,1081963,1276468,1187095,597559,
"				  FL",M,PALM BEACH INTL,PBI,9/30/22,1/31/23,3794727,0,10369229,0,354379,0,2919024,17437359,417444,2113358,0,2941134,0,5717897,144712,518248,11852793,29290152,13233066,2607183,3452624,1030674,15695695,18216015,357711,1885049,56478017,85768169,27873979,4643777,1050883,23796558,1946623,7025436,66337256,23496149,89833405,-4065236,1812610,-2713500,19177508,12130428,0,0,995956,31403002,27337766,0,0,88027,105769,0,0,966884,1160680,59086379,0,0,59086379,3053452,0,70859469,73912921,122599908,0,0,5113500,0,3.26287E+7,3835445,1.09,51620,0.53,167,9158030,7505654,5553098,325954,
"				  MA",N,MARTHAS VINEYARD,MVY,6/30/22,2/10/23,0,0,128102,0,0,0,0,128102,0,396505,0,186932,0,2791777,55760,978845,4409819,4537921,2096318,42041,0,104183,410823,155881,0,410823,3220069,7757990,2753355,256734,184105,929086,194165,758338,5075783,0,5075783,2682207,5515,-39911,0,206497,0,0,0,172101,2854308,0,0,79673,0,0,0,595617,675290,0,0,0,0,0,0,0,0,7302022,0,0,0,0,68038,0,0,37423,1.88,24,197998,0,0,27310,
"				  KS",N,LIBERAL MUNI,LBL,12/31/22,4/27/23,16953,0,49739,0,0,0,0,66692,0,0,20641,23422,0,0,0,0,44063,110755,190079,0,0,0,3840,0,0,234437,428356,539111,324378,49929,60655,13300,0,131323,579585,0,579585,-40474,1539,0,229091,0,0,0,0,230630,190156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",N,VALLEY INTL,HRL,9/30/22,6/29/23,220701,0,479157,0,0,239323,0,939181,255682,0,180524,500787,0,109402,112952,193271,1352618,2291799,754768,244558,105582,236766,1468750,1237885,0,455917,4504226,6796025,3217595,464678,751532,3139802,354807,116294,8044708,9200029,17244737,-10448712,57640,-925,15321217,1715857,0,0,77631,17171420,6722708,84824448,9.154808E+7,3363954,2203690,365944,0,1256965,7190553,0,0,0,0,0,0,0,0,12431938,0,0,0,0,419474,449694632,1.04,57906,2.24,49,537783,1007268,746748,440035,
"				  NY",N,MASSENA INTL/RICHARDS FIELD,MSS,12/31/22,8/1/23,41850,0,62043,0,0,0,0,103893,2144,8869,0,30414,0,393225,0,4709,439361,543254,0,0,0,0,2000,0,0,0,2000,545254,311698,72039,48874,12861,21686,0,467158,0,467158,78096,1,-1232,2077569,2480,-13065,0,0,2065753,2143849,6547906,8691756,1844434,0,30869,10000,491583,2376886,58000,0,0,58000,0,0,0,0,0,0,0,29000,0,9330,0,0,0,11.14,0,0,2013,83898,0,
"				  PA",N,ALTOONA-BLAIR COUNTY,AOO,12/31/22,12/7/23,30136,0,174856,0,0,0,0,204992,0,0,0,395894,0,20144,0,0,416038,621030,37386,861084,0,0,14764,0,0,5418,918652,1539682,297033,89858,0,1758250,61240,205534,2411915,644395,3056310,-1516628,0,-58508,1549587,40095,0,0,0,1531174,14546,16056604,1.607115E+7,449982,0,0,0,83345,533327,2244030,41500,0,2285530,0,0,0,0,124656,40568,0,0,0,0,0,0,0,0,0,0,2060,127062,12301,
"				  PR",N,FERNANDO LUIS RIBAS DOMINICCI,SIG,6/30/22,2/9/23,272159,0,1743386,0,25072,0,0,2040617,0,0,20055,0,0,25246,0,0,45301,2085918,3030893,0,240643,55253,0,0,0,538,3327327,5413245,727039,120741,17383,71874,774474,24638,1736149,90361,1826510,3586735,0,-212111,1682551,0,0,0,6000,1476440,5063175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AZ",N,LAKE HAVASU CITY,HII,6/30/22,,0,0,57284,0,0,0,0,57284,6352,0,84717,228640,20434,115789,0,617,456549,513833,59839,0,0,0,81509,10676,0,1686,153710,667543,380834,58660,134176,7457,2188,257094,840409,951373,1791782,-1124239,-7725,0,7410737,0,0,0,149698,7552710,6428471,13303272,19731743,7414784,0,0,0,0,7414784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,ANAKTUVUK PASS,AKP,6/30/22,1/13/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,233,0,27629,0,0,31224,0,31224,-31224,0,0,0,0,0,0,0,0,-31224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14235,0,
"				  IN",N,FORT WAYNE INTL,FWA,12/31/22,4/12/23,1124174,0,1699103,0,102545,0,217824,3143646,633744,0,2088806,2016110,0,1958944,98480,18000,6814084,9957730,683165,65572,57818,150915,1257820,4154365,0,2199189,8568844,18526574,7635118,853267,1155759,3572251,366797,0,13583192,9172444,22755636,-4229062,666133,-666054,18552473,1519105,0,0,8172829,28244486,24015424,210676984,234692408,565670,38306553,0,0,2548508,41420731,28861473,0,0,28861473,398176,0,11431641,11829817,80811567,0,749096,1010000,1010000,363038,608486795,2.63,39480,8.66,87,595908,912212,454418,666787,
"				  CA",N,LAKE TAHOE,TVL,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WI",S,DANE COUNTY REGIONAL-TRUAX,MSN,12/31/22,4/28/23,3827309,0,4676852,0,0,0,0,8504161,0,0,221237,427638,0,169987,199935,0,1018797,9522958,1327753,812301,465413,297211,2748020,10328476,0,846885,16826059,26349017,9917472,2119585,2023467,3906449,344400,0,18311373,11740861,30052234,-3703217,5430237,-943647,7073665,3786535,0,0,0,15346790,11643573,333226545,357032487,4730486,41753602,122766,0,0,46606854,52515000,0,0,52515000,0,0,7795389,7795389,85409065,4.6565E+7,95922,4905738,4905738,940421,1.116893E+9,2.91,27308,9.04,80,1066478,0,2702516,548138,
"				  UT",N,ST GEORGE MUNI,SGU,6/30/22,12/20/22,189653,0,64023,0,13385,0,0,267061,4642,0,2000,510921,75980,154516,0,24465,772524,1039585,120925,15905,0,12163,726101,963501,0,5935,1844530,2884115,781693,106034,344748,58454,38661,16990,1346580,1605255,2951835,-67720,10786,-274550,2813550,554812,-54000,29140,590882,3670620,3602900,174059043,177607944,27463,40052,31552,0,1549435,1648502,6545000,0,0,6545000,0,0,0,0,0,0,6493,699550,0,153233,184450309,1.05,59734,1.74,9,0,35319,261411,14570,
