"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  WA",S,BELLINGHAM INTL,BLI,12/31/13,6/25/14,665159,0,313333,0,27242,0,0,1005734,0,0,0,130969,0,49927,0,41502,222398,1228132,690189,124764,0,46348,400210,5926760,0,1054546,8242817,9470949,1756238,463016,90908,2054125,171571,846807,5382665,3604062,8986727,484222,0,0,625434,2644852,0,0,90855,3361141,3845363,0,0,642913,1.1154E+7,23422,0,580264,12400599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,GILLETTE-CAMPBELL COUNTY,GCC,6/30/13,10/17/13,40513,0,49558,0,0,0,0,90071,0,0,58389,77358,21782,25805,0,8152,191486,281557,23203,0,0,51136,77194,0,0,0,151533,433090,931290,160259,37255,35219,0,762256,1926279,0,1926279,-1493189,238,0,4418,127375,0,0,0,132031,-1361158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,SHERIDAN COUNTY,SHR,6/30/13,11/25/13,20490,0,51431,0,0,0,0,71921,0,0,63232,151447,0,79204,0,0,293883,365804,172122,0,0,0,33613,0,0,27034,232769,598573,525247,78051,67353,24356,0,116028,811035,1625006,2436041,-1837468,3452,-42034,2956814,65310,0,0,409930,3393472,1556004,18841117,20397121,2927887,0,13919,82566,152768,3177140,3280000,0,0,3280000,2018413,0,0,2018413,18378708,2630000,0,50000,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,RIVERTON REGIONAL,RIW,6/30/13,10/22/13,9959,0,16987,0,0,0,0,26946,0,0,0,9961,10174,8012,23741,0,51888,78834,47397,10500,0,0,47023,0,0,0,104920,183754,364919,65538,55974,783,10689,95991,593894,0,593894,-410140,3,0,247764,57007,95000,0,321057,720831,310691,13540674,12429528,100766,91845,0,0,475338,667949,0,0,363659,363659,0,0,0,0,0,0,179753,169228,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,YELLOWSTONE REGIONAL,COD,6/30/13,12/23/13,29322,0,81102,0,0,0,0,110424,4524,0,26528,0,30519,24068,37711,47857,171207,281631,33995,5879,0,33364,199881,0,0,55,273174,554805,525300,86745,46110,71999,20219,140814,891187,1679436,2570623,-2015818,720,-3990,2011908,119042,0,0,259507,2387187,371369,24729007,25100376,1033055,8375,0,0,1022750,2064180,0,0,0,0,0,0,430099,430099,169776,0,0,163805,0,29757,3.384E+7,0.85,505,3.71,14,37711,1648,108240,46315,
"				  WY",N,CHEYENNE,CYS,6/30/13,11/22/13,33201,0,72306,0,0,0,0,105507,0,0,331334,26340,0,2062297,0,0,2419971,2525478,1930705,300,0,0,158872,0,0,51613,2141490,4666968,952822,378223,2101949,161557,84093,195615,3874259,2696648,6570907,-1903939,1193,-294933,426772,19708,4048470,0,0,4201210,2297271,58955208,61252479,4145651,1000,0,0,47844,4194495,2140000,2695481,0,4835481,483673,0,1315984,1799657,2703333,0,0,821549,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,NATRONA COUNTY INTL,CPR,6/30/13,10/24/13,239005,0,308103,0,0,0,0,547108,0,0,585818,0,112125,1010920,62719,345081,2116663,2663771,838043,40111,0,213193,398332,522612,0,0,2012291,4676062,1940874,262214,20638,0,104741,1822419,4150886,2455547,6606433,-1930371,3167,-85747,1984896,279376,0,0,-13411,2168281,237910,30130641,30368551,710060,46025,346176,0,1439768,2542029,1684161,0,0,1684161,0,0,27307199,27307199,0,0,0,67799,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,JACKSON HOLE,JAC,6/30/13,10/27/13,1242970,0,1297542,0,0,0,0,2540512,0,0,445429,15307,163308,0,5751007,8948,6383999,8924511,0,186354,0,89849,2696332,496971,0,565892,4035398,12959909,6592059,316790,130288,1546538,0,2423831,11009506,4666866,15676372,-2716463,4865,-8357,5078414,1014051,0,96000,720898,6905871,4189408,69206583,73395991,7560711,41256,0,0,676793,8278760,0,1065562,0,1065562,0,0,93331,93331,9430503,0,0,1065562,0,291485,0,0,0,8.72,0,0,0,751801,0,
"				  WY",N,LARAMIE REGIONAL,LAR,6/30/13,12/27/20,20484,0,30451,0,0,0,0,50935,0,0,1339854,1240,11150,0,0,0,1352244,1403179,110760,6035,0,0,18091,0,0,0,134886,1538065,225161,60738,1055357,176694,50528,0,1568478,377272,1945750,-407685,971,0,2635838,39579,86372,0,0,2762760,2355075,0,0,2666454,33403,0,0,0,2699857,784547,0,0,784547,0,0,0,0,706273,0,0,88702,0,0,0,0.84,0,0,8,0,1883,33497,73488,
"				  WA",N,TRI-CITIES,PSC,12/31/13,5/2/14,739454,0,876693,0,450,0,0,1616597,0,0,84855,57068,0,12272,86300,34439,274934,1891531,1221684,98835,0,37538,895184,2095002,0,0,4348243,6239774,1848472,270534,117008,1129611,223773,61204,3650602,3762175,7412777,-1173003,1899,-98613,4867054,1328469,0,0,1000000,7098809,5925806,49420264,5.534607E+7,8227129,1746782,73093,0,244459,10291463,2000726,921902,0,2922628,182085,0,1332368,1514453,0,0,0,182085,0,326705,449405,2.06,0,4.95,29,300000,0,333742,0,
"				  WA",N,PANGBORN MEMORIAL,EAT,12/31/13,6/26/14,64824,0,22934,0,0,0,0,87758,8641,725,589390,192684,0,15768,37350,4430,848988,936746,104488,4463,0,4967,103432,177063,0,45452,439865,1376611,890368,163504,599481,103757,76752,143032,1976894,837732,2814626,-1438015,287,-21341,2004852,199240,849501,0,72757,3105296,1667281,18996385,20663868,1581110,0,0,0,369932,1951042,30772,0,0,30772,0,0,721733,721733,432345,0,0,0,0,51972,70453735,1.05,40164,1.69,10,67388,189062,345539,0,
"				  UT",N,CEDAR CITY MUNI,CDC,6/30/13,11/4/13,12357,0,12251,0,0,0,0,24608,27266,0,0,8008,22359,10313,6025,0,73971,98579,86863,0,0,0,30246,0,0,1423,118532,217111,109662,60151,4595,954,17973,89201,282536,0,282536,-65425,2216,0,0,54135,0,0,95000,151351,85926,0,0,0,0,0,0,15517,15517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CO",N,YAMPA VALLEY,HDN,12/31/13,6/30/14,623033,0,1433735,0,0,0,235099,2291867,0,0,162992,0,120150,107237,0,1702,392081,2683948,98343,564065,26081,43497,700959,211506,0,28013,1672464,4356412,2514836,292095,354576,574706,50625,573936,4360774,2816642,7177416,-2821004,4173,0,998112,320047,-3339,-57719,-1550,1259724,-1561280,45566178,44004898,1981292,0,20662,0,115536,2117490,0,0,0,0,0,0,135151,135151,2101073,0,0,0,0,93336,1.2575106E+8,4.95,9276,24.56,49,209712,515210,481357,0,
"				  ID",S,BOISE AIR TERMINAL/GOWEN FIELD,BOI,9/30/13,1/28/14,2442944,0,3279583,0,209164,0,85950,6017641,615602,86524,396595,430870,0,184313,426383,192412,2332699,8350340,734946,1157255,526251,738953,4275268,7521417,72012,553635,15579737,23930077,5897044,1275764,1109024,6819285,136156,2487399,17724672,11507135,29231807,-5301730,-10091,-1108568,4738023,5306108,0,0,-794114,8131358,2829628,1.74631E+8,1.77461E+8,752676,132008,16634818,0,0,17519502,37713000,0,0,37713000,21915000,0,0,21915000,27359000,0,37000,-5247341,-1747341,1306548,1885912407,1.6,20688,4.61,103,2633298,2509121,1356012,98458,
"				  ID",N,FANNING FIELD,IDA,9/30/13,12/8/14,205187,0,385256,0,0,0,0,590443,0,0,97370,66405,0,13264,97610,0,274649,865092,96915,1603,7050,15954,591992,403348,0,27791,1144653,2009745,947930,159380,92107,614059,55247,523462,2392185,2782722,5174907,-3165162,7910,0,1172316,590028,0,0,0,1770254,-1394908,44867543,0,677066,660922,0,0,476563,1814551,0,0,0,0,0,0,0,0,3720152,0,0,0,0,148000,0,1.3,36000,3.99,12,447400,240840,600000,100000,
"				  ID",N,FRIEDMAN MEMORIAL,SUN,9/30/13,1/29/14,311046,0,83379,0,260693,0,0,655118,0,0,244672,489747,0,190494,0,0,924913,1580031,0,0,8003,40913,389427,85789,0,80447,604579,2184610,1190186,68630,71874,390157,67930,147334,1936111,1644873,3580984,-1396374,8684,0,0,304284,742523,0,0,1055491,-340883,38049267,37708384,817105,2680,0,0,500238,1320023,0,0,0,0,0,0,0,0,4532961,0,0,0,0,51392,6.411565E+7,1.3,31824,12.75,12,275040,193885,459229,0,
"				  ID",N,LEWISTON-NEZ PERCE COUNTY,LWS,9/30/13,1/28/14,102002,0,61520,0,5127,0,0,168649,7003,0,43994,46601,22905,0,0,6849,127352,296001,159100,0,18923,13320,131609,0,0,2055,325007,621008,344362,84992,74721,28970,16557,125443,675045,0,675045,-54037,727,0,87169,238797,249001,0,85043,660737,606700,0,0,56379,197386,18572,0,84751,357088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  ID",N,TWIN FALLS-SUN VALLEY REGIONAL,TWF,9/30/13,3/18/14,43722,0,15184,0,0,0,105120,164026,17330,15421,16722,80161,0,50986,0,42246,222866,386892,62729,7206,0,5932,145306,0,0,77505,298678,685570,467691,99526,46922,370596,21691,88846,1095272,0,1095272,-409702,-5916,0,1769857,94316,0,0,681406,2539663,2129961,1185056,933016,2339456,0,0,0,42546,2382002,0,0,0,0,0,0,0,0,0,0,0,0,0,24401,3.46928E+7,1.25,31206,6.72,7,0,209118,50725,19050,
"				  ID",N,POCATELLO REGIONAL,PIH,9/30/13,8/14/15,44927,0,61758,0,0,0,0,106685,27750,21190,30585,33074,0,22172,97718,0,232489,339174,295877,499,300,5036,109937,0,0,684924,1096573,1435747,443128,182535,111572,578194,19354,159336,1494119,0,1494119,-58372,0,0,1970653,81909,0,0,0,2052562,1994190,0,0,1773722,0,0,0,352502,2126224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207830,292651,70713,48804,
"				  CO",L,DENVER INTL,DEN,12/31/13,5/12/14,131919984,0,119615515,0,0,0,77438100,328973599,5455247,174204,0,4626112,28101134,12570822,0,0,50927519,379901118,5397874,27053065,10441851,1.452736E+7,50002382,1.6588783E+8,0,8425463,281735825,661636943,125607748,64783828,30426469,72669612,17982868,120464032,431934557,184721259,616655816,44981127,2.520481E+7,-183359398,31893739,103032044,0,0,-1265044,-24493849,20487278,553036259,573523537,2423548,215776679,2750175,1454505,0,222404907,4421395000,25803738,0,4447198738,669309118,0,-719304371,-49995253,623518790,740373064,834487,365905305,245541546,26285307,3.06009E+7,4.67,586860,12.52,1025,14040294,12442432,120464032,1851453,
"				  CO",N,DURANGO-LA PLATA COUNTY,DRO,12/31/13,11/12/14,259356,0,220262,0,0,0,0,479618,25204,0,24132,64044,102605,38306,0,0,254291,733909,0,26762,40144,0,576087,1095876,0,597922,2336791,3070700,1102660,203484,436845,609297,0,0,2352286,2722452,5074738,-2004038,3195,0,1070339,208549,0,0,0,1282083,-721955,0,0,0,40034,0,0,0,40034,0,0,0,0,0,0,0,0,2734821,0,0,0,0,191980,219821289,1.25,58700,2.5,16,0,286533,6570,12580,
"				  MT",N,BERT MOONEY,BTM,6/30/13,12/27/13,46423,0,350853,0,0,0,102782,500058,0,0,0,0,0,0,34038,0,34038,534096,114783,0,0,0,101925,60936,0,67121,344765,878861,577791,112367,29390,39843,37816,128991,926198,904898,1831096,-952235,274,-36013,7184494,0,0,0,206680,7355435,6403200,16404103,22807303,8177476,0,0,0,0,8177476,0,661280,0,661280,0,0,0,0,0,0,0,57351,0,0,0,0,0,0,0,0,0,0,0,
"				  CO",N,Grand Junction Regional,GJT,12/31/13,6/30/14,479158,0,1276630,0,0,0,324477,2080265,100440,0,0,49859,545974,362168,0,4680,1063121,3143386,432840,472940,33166,31753,980930,1209681,0,5172,3166482,6309868,1697850,336353,1084497,245368,77645,355503,3797216,4350163,8147379,-1837511,20293,-842639,867849,911917,449606,0,5097,1412123,-425388,5.568929E+7,55263902,0,0,0,0,0,0,0,15400000,2347044,17747044,4003160,0,483331,4486491,0,0,0,1999997,1399997,217684,0,1.5,48616,9.56,25,162820,113935,844399,112395,
"				  CO",N,TELLURIDE REGIONAL,TEX,12/31/13,5/29/14,28756,0,151621,0,116182,0,0,296559,0,206236,251018,295780,85927,2975298,20161,16040,3850460,4147019,24954,571,0,27500,92912,30020,0,3421,179378,4326397,816120,103521,1900684,276326,89213,712,3186576,2624606,5811182,-1484785,183,32695,2958334,25734,0,0,233508,3250454,1765669,70580959,7.148458E+7,2461764,0,787,0,144560,2607111,0,575779,0,575779,2136651,0,0,2136651,0,0,0,86158,0,0,0,0,0,0,0,8306,23791,184719,57038,
"				  CO",N,EAGLE COUNTY REGIONAL,EGE,12/31/13,6/25/14,805722,0,377163,0,268991,0,0,1451876,0,0,0,53145,450055,412180,244985,167437,1327802,2779678,818651,0,0,0,759385,57470,0,0,1635506,4415184,2593481,116334,488528,769341,21284,755853,4744821,0,4744821,-329637,0,0,2664580,0,0,0,0,2664580,2334943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167490,0,3.22,37811,8.67,19,0,0,0,0,
"				  CO",N,GUNNISON COUNTY,GUC,12/31/13,6/27/14,231464,0,209472,0,0,0,52074,493010,18748,0,28971,54569,37404,30625,32758,0,203075,696085,48458,13707,347,6938,44169,322041,0,25565,461225,1157310,603104,59514,71506,466032,41540,0,1241696,1796909,3038605,-1881295,3392,-16201,173306,110973,158190,0,596,430256,-1451039,35204943,33753903,40576,193974,0,0,122657,357207,0,510163,0,510163,0,0,0,0,807444,0,0,114002,109400,30780,4.857957E+7,5.35,4671,16.02,8,77344,131626,60200,4641,
"				  CO",N,MONTROSE COUNTY,MTJ,12/31/13,3/28/14,394368,0,431863,0,0,0,0,826231,0,0,504959,53412,203997,300944,25820,0,1089132,1915363,140534,23415,0,0,0,215900,0,186630,566479,2481842,974064,193800,90860,138723,91209,470019,1958675,2679323,4637998,-2156156,2412,0,1490118,302390,0,0,0,1794920,-361236,43473241,44322807,1433859,394405,0,0,84334,1912598,0,2024873,0,2024873,0,0,0,0,790092,0,0,433871,433871,83662,0,3.73,17243,9.88,11,143190,359695,29796,15223,
"				  CO",N,FORT COLLINS-LOVELAND MUNI,FNL,12/31/13,4/7/14,4856,0,1400,0,0,0,0,6256,0,0,53516,95441,106138,258313,0,0,513408,519664,137572,3600,0,0,0,10905,0,13653,165730,685394,357574,57799,23645,248725,23780,0,711523,1361851,2073374,-1387980,-8803,0,2941287,7399,0,0,355000,3294883,1906903,2.252471E+7,24431614,2594186,0,0,0,461185,3055371,0,0,0,0,0,0,22492,22492,0,0,0,0,0,2000,5095862,0.58,95000,3.13,4,0,6111,88639,1429,
"				  CO",N,PUEBLO MEMORIAL,PUB,12/31/13,11/3/14,29198,0,21910,0,0,0,0,51108,0,29781,68843,66520,89536,91923,0,88989,435592,486700,11523,12940,0,27043,14989,14032,0,13371,93898,580598,760351,345937,191700,218610,0,0,1516598,1273599,2790197,-2209599,-54,0,8279281,18153,851130,0,2801,9151311,6941712,31255279,3.819699E+7,8349589,0,0,0,183888,8533477,0,0,0,0,0,0,0,0,56895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WA",L,SEATTLE-TACOMA INTL,SEA,12/31/13,8/21/14,64970755,0,135414682,0,7909183,7770853,-9694444,206371029,4707866,69196,0,8487062,0,15146,0,33286601,46565871,252936900,6089382,14076408,14203244,14322742,28472173,60183149,0,23727408,161074506,414011406,93932698,13353488,8612065,37415858,2331688,70273869,225919666,126761432,352681098,61330308,3679539,-104877766,16926723,64661432,408275,0,26936194,7734397,69064705,436769754,505834459,2.4467E+7,6.4978E+7,1.1071E+7,151000,8174000,108841000,2338512674,20000000,8.866E+7,2447172674,150206461,0,84853814,235060275,270312456,0,6649286,201261101,127830692,17376316,20948972,3.38,317186,11.88,848,22613635,12888276,95107751,1679707,
"				  WA",N,PULLMAN/MOSCOW REGIONAL,PUW,12/31/13,4/29/14,78316,0,61789,0,5157,0,0,145262,0,0,0,10950,0,27580,0,33135,71665,216927,49823,880,0,3158,76766,93894,0,5044,229565,446492,271638,85957,35206,108757,29834,36703,568095,756164,1324259,-877767,169,-81,1630092,126337,0,0,129211,1885728,1007961,19540244,20548205,0,0,93894,0,1723994,1817888,0,120000,0,120000,0,0,0,0,154858,0,0,0,0,0,0,0,0,0,0,0,29500,25470,2068,
"				  CO",S,COLORADO SPRINGS,COS,12/31/13,6/30/14,2788760,0,5853073,0,49040,0,0,8690873,273085,21493,781392,186872,781545,232530,4455,19015,2300387,10991260,204785,265440,469017,405377,3039308,4300950,0,2129246,10814123,21805383,7735935,1165466,1334591,2772372,205390,99868,13313622,19075135,32388757,-10583374,95730,-2316799,13661181,1745205,695489,-112503,-2286013,11482290,898916,255801142,256700058,17433107,1723859,0,756965,2446285,22360216,36034023,2795814,0,38829837,11058468,0,181087,11239555,23269872,0,-2286013,5236639,5236639,650529,913555,2.57,127656,13.36,92,1606993,0,598146,202357,
"				  OR",M,PORTLAND INTL,PDX,6/30/13,12/24/13,26363509,0,53233013,0,629294,918685,816808,81961309,3682553,883472,1211000,7798873,0,182706,1541,675335,14435480,96396789,2385246,5174297,5596167,1053690,22806927,51087982,1003865,1202997,90311171,186707960,3.975981E+7,6949285,4917377,45484419,1597115,-784612,97923394,80413089,178336483,8371477,4392628,-29431343,0,29339099,23878285,0,-6671746,21506923,29878400,740431227,769388014,29614921,12925927,8074470,0,19113567,69728885,616005000,33273764,0,649278764,35412909,0,9274560,44687469,78965637,8.2795E+7,0,61687629,46746645,7335638,14687143,3.27,211100,11.17,359,9261432,6686164,23063817,2995583,
"				  WA",N,WALLA WALLA REGIONAL,ALW,12/31/13,6/5/14,15981,0,21660,0,0,0,0,37641,2670,0,0,236710,0,580795,27360,360,847895,885536,3832681,13550,0,98668,75385,0,0,0,4020284,4905820,1423444,750460,2255779,184838,0,773007,5387528,3031569,8419097,-3513277,28387,-231336,184780,125967,3887464,0,1903228,5898490,2385213,64959567,6.734478E+7,2385700,0,156383,412733,3219196,6174012,4870869,0,0,4870869,95106,0,10535,105641,9550479,0,0,204203,284033,33050,46771628,0.4,26617,1.14,12,92273,155249,114739,190199,
"				  WA",N,WILLIAM R FAIRCHILD INTL,CLM,12/31/13,4/30/14,0,0,10680,0,1640,0,0,12320,5511,0,0,104641,0,0,0,0,110152,122472,168752,0,0,0,0,9443,0,20,178215,300687,233425,73080,185488,27580,76730,137,596440,459000,1055440,-754753,0,0,863154,15811,0,0,50000,928965,174212,0,174211,1061181,0,0,17733,0,1078914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WA",N,GRANT COUNTY,MWH,12/31/13,7/10/14,0,0,0,0,0,0,0,0,9137,887988,0,921549,0,120036,0,116033,2054743,2054743,1870311,0,0,0,0,0,0,528096,2398407,4453150,1353290,219710,184709,726857,267706,1138294,3890566,2506094,6396660,-1943510,203838,-172283,5686162,0,0,0,1430311,7148028,5204518,40319857,45556402,7723675,21712,0,0,253051,7998438,4140903,0,0,4140903,122451,0,914998,1037449,44518953,0,0,2251773,2246751,0,0,0,0,0,0,132165,434920,837137,32928,
"				  UT",L,SALT LAKE CITY INTL,SLC,6/30/13,12/9/13,21678296,0,19675502,0,99550,0,0,41453348,1772877,0,247138,3230447,2321274,256117,628023,577866,9033742,50487090,7707867,8239574,4794856,1369738,1.748194E+7,30772861,0,3001524,73368360,123855450,42347684,6776668,1.111792E+7,24766556,1810058,651840,87470726,57127603,144598329,-20742879,366516,0,22558966,37534715,0,0,12362102,72822299,52079420,1002625088,1054704508,32388308,3659061,0,645850,7640920,44334139,0,0,0,0,0,0,132826828,132826828,229880683,0,1109689,0,0,10044069,12406252,1.91,330991,4.13,515,7483024,4094134,6011592,448823,
"				  MT",N,HELENA REGIONAL,HLN,6/30/13,10/23/13,157890,0,530819,0,48347,0,0,737056,0,32711,77855,42766,0,76793,0,15295,245420,982476,1412199,0,0,6120,434276,284748,0,194973,2332316,3314792,1459774,412940,146708,85607,63796,277809,2446634,2546604,4993238,-1678446,0,-282173,4257168,372248,0,0,0,4347243,2668797,38127515,40842312,3597915,844841,0,0,1012731,5455487,1197761,4102584,0,5300345,41978058,0,0,41978058,1103440,0,46000,971460,720837,96653,1.7969733E+8,1,40319,7.63,17,240679,58264,124463,23904,
"				  UT",N,ST GEORGE MUNI,SGU,6/30/13,12/15/17,87009,0,44656,0,9945,0,0,141610,8296,0,0,109346,87762,0,0,0,205404,347014,36448,5631,0,7660,196223,205650,0,0,451612,798626,466282,67359,338472,60099,39795,509898,1481905,1135547,2617452,-1818826,3238,-1206386,11143795,206572,104965,0,700000,10952184,9133358,119790687,128924045,0,13405,20622,0,0,34027,17642311,0,0,17642311,0,0,0,0,0,0,0,6272467,0,70018,9.17114E+7,1.05,2877,2.02,6,0,61587,755949,27863,
"				  OR",S,EUGENE - MAHLON SWEET FIELD,EUG,6/30/13,10/28/13,1087525,0,1386805,0,10738,0,248973,2734041,0,0,44945,206662,0,41829,103496,0,396932,3130973,363352,90164,95900,132134,987045,3074693,0,94210,4837498,7968471,4419536,496392,452172,1241068,105636,899883,7614687,4822537,12437224,-4468753,32456,0,1044540,1676525,0,0,429612,3183133,-1285620,94468305,63182685,1063192,1005440,55105,0,118383,2242120,0,0,0,0,0,0,89386929,89386929,3795756,0,0,0,0,409420,470484207,2.37,59475,6.68,41,467098,874375,431883,219475,
"				  OR",N,ROGUE VALLEY INTL,MFR,6/30/13,12/10/13,953386,0,1497206,0,0,0,0,2450592,93043,84472,556477,42725,0,208951,122532,77643,1185843,3636435,397601,83395,75207,201207,893054,2024690,0,473654,4148808,7785243,2339346,455725,665122,1661806,229568,127296,5478863,4749597,10228460,-2443217,237013,-981764,5170110,1278320,5181391,0,7976,10893046,8449829,96316269,99626809,5116038,9318,30600,0,439349,5595305,18875000,0,0,18875000,1339716,0,80319696,81659412,18933950,3590000,0,3710000,0,325715,3.7306676E+8,2.74,42620,7.52,41,1633200,448709,2339049,0,
"				  MT",N,GREAT FALLS INTL,GTF,6/30/13,1/8/14,220198,0,689871,0,0,0,0,910069,211458,122877,25704,50986,0,32226,52606,23496,519353,1429422,603034,48391,16456,48884,590793,934294,0,14978,2256830,3686252,939268,481492,311247,447378,74422,186722,2440529,1699372,4139901,-453649,671712,840378,5702729,755779,0,-43035,0,7927563,7473914,0,0,6314476,847356,0,0,0,7161832,0,16717317,0,16717317,0,0,2997,2997,3470198,0,30805,2173186,385850,185349,240287,1,0,4.91,11,72698,38682,888270,143588,
"				  OR",N,KLAMATH FALLS,LMT,6/30/13,11/6/13,22736,0,17782,0,0,0,0,40518,13523,12551,53158,205359,0,38352,22516,74599,420058,460576,0,0,420,12667,68674,0,0,866940,948701,1409277,525311,125008,189148,119567,40475,116517,1116026,1592608,2708634,-1299357,11881,-44513,425412,54539,0,0,30048,477367,-821990,59790065,58968076,197927,38418,0,0,251190,487535,395000,325000,0,720000,146725,0,91017,237742,1006788,0,0,145000,0,0,0,0,0,0,0,0,0,0,0,
"				  OR",N,NORTH BEND MUNI,OTH,6/30/13,10/15/14,48968,0,182543,0,65996,0,0,297507,17115,0,250406,64502,0,73393,9992,0,415408,712915,257545,1461,394,18545,85395,21173,0,0,384513,1097428,879200,137948,145440,433639,126066,90182,1812475,2325936,4138411,-3040983,1458,-202691,1143504,64531,20783,183332,1061378,2272295,-768688,40115477,38692579,9214,0,0,0,592029,601243,0,4084985,0,4084985,0,0,0,0,0,0,0,768569,0,0,0,0,0,0,0,0,0,0,0,
"				  OR",N,EASTERN OREGON REGIONAL,PDT,6/30/13,11/19/14,12276,0,51730,0,0,0,0,64006,7816,0,44823,8044,0,876,0,0,61559,125565,138292,0,0,33871,17858,0,0,40056,230077,355642,234121,64732,125199,6354,5925,0,436331,894452,1330783,-975141,67,-45689,149015,19228,69770,0,6292,198683,-776458,7089063,6311605,80540,36754,0,0,80436,197730,0,2248000,0,2248000,0,0,0,0,45411,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MT",S,BILLINGS LOGAN INTL,BIL,6/30/13,12/20/13,452090,0,2315825,0,0,0,0,2767915,196997,0,202110,253457,0,216002,123381,145986,1137933,3905848,528355,115260,163644,85243,2582307,2317530,0,58747,5851086,9756934,4160659,652855,1107833,1025558,134329,90883,7172117,4950886,12123003,-2366069,20392,-639587,11500,1090212,907204,0,1273661,2663382,297313,49658394,49955707,3642790,440660,130748,138485,80837,4433520,6250000,1258005,6290000,13798005,1264044,0,2261625,3525669,6898707,0,6415,989155,989155,441618,7.57256E+8,0.82,83072,6.27,56,802023,1078768,2500090,2073,
"				  UT",N,OGDEN-HINCKLEY,OGD,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
