"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  NC",N,ALBERT J ELLIS,OAJ,6/30/13,10/28/13,242260,0,181029,0,0,0,0,423289,0,0,15000,27330,0,11737,98932,0,152999,576288,19166,5769,12722,155918,472500,1004288,0,392302,2062665,2638953,1198575,137272,58993,535887,0,-17,1930710,0,1930710,708243,14889,-55284,305446,776248,0,0,176541,1217840,1926083,3292312,12825812,205224,352643,0,120681,2491,681039,8465000,0,0,8465000,0,0,12278531,12278531,547281,8465000,0,55284,27642,171214,220691164,1.18,39439,2.47,22,544482,655034,123112,118969,
"				  PR",N,ANTONIO RIVERA RODRIQUEZ,VQS,6/30/13,6/18/14,47756,0,34777,0,2480,0,0,85013,0,0,0,0,0,0,0,0,0,85013,0,0,15026,249,0,0,0,2220,17495,102508,1062335,133623,18749,272377,163604,82583,1733271,-1.70E+07,-15223419,15325927,6777,30024,0,0,0,0,0,36801,15362728,0,0,0,0,0,0,0,0,0,4477,0,4477,0,0,0,0,0,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",N,BENJAMIN RIVERA NORIEGA,CPX,6/30/13,8/11/14,13622,0,9971,0,1483,0,0,25076,0,0,4921,0,0,0,0,0,4921,29997,0,0,8140,158,0,0,0,0,8298,38295,278659,-29361,5350,142944,58161,7974,463727,259365,723092,-684797,37698,68884,120654,0,0,0,0,227236,-457561,0,0,0,0,0,0,0,0,0,952,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",N,FERNANDO LUIS RIBAS DOMINICCI,SIG,6/30/13,6/18/14,218303,0,1595203,0,19254,0,0,1832760,0,0,27537,0,0,0,0,0,27537,1860297,0,0,0,598,0,0,0,13381,13979,1874276,552420,134942,14568,119890,194217,19652,1035689,3014,1038703,835573,101914,3991,117998,0,0,0,10676,234579,1070152,0,0,0,0,0,0,0,0,0,1221,0,1221,0,0,0,0,0,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AR",N,BAXTER COUNTY REGIONAL,BPK,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CA",N,INYOKERN,IYK,6/30/13,10/15/14,18440,0,0,0,2800,0,0,21240,3840,0,0,133030,0,621450,0,0,758320,779560,0,0,0,0,0,0,0,0,0,779560,253200,98670,4630,0,29420,0,385920,0,385920,393640,0,0,4800,0,0,0,0,4800,398440,0,0,0,0,0,0,0,0,0,51800,0,51800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NV",N,NORTH LAS VEGAS,VGT,6/30/13,12/26/13,0,0,12730,0,0,0,0,12730,0,0,433653,0,0,1257599,0,10612,1701864,1714594,1401683,0,17124,0,11588,28066,0,136631,1595092,3309686,2258429,539998,112961,57374,33490,529631,3531883,456549,3988432,-678746,1873,0,0,0,0,0,7220,9093,-669653,0,-669653,242858,0,0,0,493816,736674,0,0,0,0,0,0,0,0,3096660,0,0,0,0,43838,52925,0,127050,0.29,27,46160,0,366661,743,
"				  AZ",N,SHOW LOW REGIONAL,SOW,6/30/13,9/28/15,10838,0,81691,0,0,0,8046,100575,0,0,0,230654,0,106147,0,69812,406613,507188,0,0,0,0,0,18655,0,0,18655,525843,263845,56375,24823,17957,9468,82355,454823,935465,1390288,-864445,-21,68025,109517,0,0,0,0,177521,-686924,0,0,0,0,0,0,0,0,1375000,255162,0,1630162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42539,1756,
"				  VA",N,SHENANDOAH VALLEY REGIONAL,SHD,6/30/13,10/18/13,17300,0,11675,0,30184,0,19850,79009,0,1289,43988,352161,0,702868,39066,13365,1152737,1231746,72595,490,443,0,84655,33426,0,0,191609,1423355,806069,143978,14764,451288,59752,369167,1845018,2022881,3867899,-2444544,1240,-93126,97584,79044,2209779,0,381000,2675521,230977,25326999,25557976,2200,228770,1868244,0,281113,2380327,0,2343799,0,2343799,41362,0,25060839,25102201,455775,0,0,239766,0,0,0,0,0,0,0,0,44324,226882,299718,
"				  MN",N,ST CLOUD REGIONAL,STC,12/31/13,4/27/14,1974,0,15025,0,0,0,0,16999,0,0,26826,83563,0,17767,0,0,128156,145155,68492,226,0,11525,0,0,0,10076,90319,235474,419160,135096,97737,252452,36204,8002,948651,0,948651,-713177,-22431,-5,839747,69937,0,0,475499,1362747,649570,0,0,261679,0,0,0,644926,906605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NC",N,SMITH REYNOLDS,INT,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  LA",N,ALEXANDRIA INTERNATIONAL,AEX,6/30/13,12/12/13,141529,0,59559,0,4500,0,0,205588,0,0,285807,143157,0,248340,107283,0,784587,990175,6107213,0,0,0,700914,735632,0,451518,7995277,8985452,1850009,793100,746947,4628675,300238,828363,9147332,6335329,15482661,-6497209,48372,-167127,9834597,539708,0,0,8117,10263667,3766458,187963475,191729933,3723070,0,0,112797,3952573,7788440,3230000,0,0,3230000,339258,0,0,339258,75145826,3885000,8117,4707128,4147773,156387,16217051,0.54,35051,1.31,0,463715,1072974,579754,151651,
"				  NV",N,HENDERSON EXECUTIVE AIRPORT,L15,6/30/13,12/26/13,0,0,30175,0,0,0,0,30175,0,0,508369,0,0,2699924,0,31476,3239769,3269944,509904,3300,0,0,56173,0,0,267787,837164,4107108,2559663,266304,98842,76774,33011,682034,3716628,462615,4179243,-72135,8478,0,0,0,0,0,-3308,5170,-66965,0,-66965,890608,0,0,0,0,890608,0,0,0,0,0,0,9300000,9300000,3114135,0,0,0,0,62421,74890,0,92217,0.48,33,48399,0,290490,75,
"				  IA",N,FORT DODGE REGIONAL,FOD,6/30/13,10/29/13,13552,0,25933,0,0,0,374,39859,0,0,10500,53480,0,8015,0,4618,76613,116472,81797,386,0,4960,21001,0,0,120087,228231,344703,354105,40172,27803,34011,3532,90362,549985,0,549985,-205282,613,0,3753867,0,0,0,-3427579,326901,121619,-616885,-495265,3459517,14720,0,0,150046,3624283,0,0,0,0,0,0,0,0,-495265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",N,TOMPKINS COUNTY,ITH,12/31/13,9/30/14,662874,0,1125163,0,71686,0,0,1859723,0,0,57203,108484,0,33826,0,0,199513,2059236,0,0,0,23790,270714,239072,0,8926,542502,2601738,1134163,201326,281582,516854,37893,329302,2501120,0,2501120,100618,154,0,0,394794,2330550,0,64316,2789814,2890432,0,0,2317489,0,0,0,0,2317489,1493113,0,0,1493113,0,0,0,0,0,0,0,332881,0,0,0,0,0,0,0,0,0,0,0,
"				  VA",S,NEWPORT NEWS/ WILLIAMSBURG,PHF,6/30/13,1/14/14,160772,0,447654,0,33382,0,0,641808,0,2825,162085,278160,0,114655,46567,362156,966448,1608256,1210355,88573,19083,86335,1258285,2380266,0,1401496,6444393,8052649,4033334,947829,311803,1242018,229743,85754,6850481,6066168,12916649,-4864000,93630,-477203,89352,1145986,2280675,0,548301,3680741,-1183259,96101938,94918679,926742,67398,410693,0,632161,2036994,9749558,2215503,0,11965061,2349416,0,0,2349416,4500031,0,0,5105606,5105606,288810,371030315,0.45,116149,2.22,71,776229,325299,407863,426694,
"				  PA",N,UNIVERSITY PARK,UNV,6/30/13,4/8/15,499543,0,309887,0,0,0,0,809430,0,95185,869600,275292,0,1334329,119337,0,2693743,3503173,0,22733,0,41971,403113,580387,650,390995,1439849,4943022,2100552,253489,778352,257966,223979,234683,3849021,0,3849021,1094001,0,0,1496969,401900,0,0,0,1898869,2992870,0,0,264419,427178,0,0,64884,756481,0,0,0,0,0,0,0,0,4220691,0,0,171446,0,128327,178053926,2.9,36537,6.31,22,137886,634007,125300,178494,
"				  PA",N,READING REGIONAL/CARL A SPA,RDG,9/30/13,1/23/14,11854,0,0,0,0,0,0,11854,0,0,221226,425812,0,78820,0,0,725858,737712,572443,31015,0,0,150465,0,0,746634,1500557,2238269,618151,158978,130017,262600,110731,24905,1305382,2403435,3708817,-1470548,8978,-281359,0,0,0,0,0,-272381,-1742929,0,0,199415,0,0,0,0,199415,6340000,0,0,6340000,2420190,0,0,2420190,1220244,0,0,0,0,0,0,0,0,0,0,0,0,11424,4646,
"				  PA",N,WILLIAMSPORT REGIONAL,IPT,12/31/13,6/11/14,114229,0,55229,0,0,0,0,169458,0,0,187404,36012,0,7538,76787,103805,411546,581004,213057,10649,0,124728,125594,152132,0,6037,632197,1213201,505880,179944,127251,136670,73749,47949,1071443,1372802,2444245,-1231044,471,-1765,1330127,0,0,0,-22215,1306618,75574,28670471,28746045,261267,371410,0,0,681243,1313920,101221,0,0,101221,0,0,302113,302113,509388,0,7700,14495,14495,0,0,0,0,0,0,24211,24211,113439,77463,
"				  PA",N,WESTMORELAND COUNTY,LBE,12/31/13,6/26/14,50673,0,0,0,6058,0,0,56731,0,0,198963,460802,0,31744,0,0,691509,748240,262078,0,0,0,0,0,0,2665522,2927600,3675840,1971394,434844,560654,435480,256920,0,3659292,2257968,5917260,-2241420,509,-329824,3303324,547465,0,26170,71425,3619069,1377649,35697744,37075393,0,0,0,0,3535297,3535297,8215000,509223,0,8724223,0,0,966322,966322,734303,0,0,3980972,3433507,122658,0,0,29606,0.46,0,287933,10879,193827,50000,
"				  PA",N,ERIE INTL,ERI,12/31/13,4/29/14,405464,0,1214980,0,0,0,551352,2171796,7286,46836,58137,23504,0,89121,3600,5652,234136,2405932,0,0,0,0,428992,677227,0,692712,1798931,4204863,2112355,335089,178337,230198,194751,762606,3813336,2692035,6505371,-2300508,18192,-56117,3273344,451567,3906945,-6457181,146000,1282750,-1017758,9.253847E+7,91520712,8153975,0,0,0,424773,8578748,0,2673336,0,2673336,0,0,5690684,5690684,2399398,0,0,0,830324,109733,131449389,3.14,21259,19.79,28,782685,64293,555846,40643,
"				  PA",N,DUBOIS REGIONAL AIRPORT,DUJ,12/31/13,11/16/15,42221,0,97430,0,0,0,0,139651,7890,0,355104,64007,0,2967,85309,27238,542515,682166,0,16640,0,0,0,0,0,0,16640,698806,278035,60835,21060,10525,33376,492065,895896,626247,1522143,-823337,45,-32243,232437,19844,164999,0,11218,396300,-427037,13911422,13484385,0,54768,0,0,202800,257568,0,575673,0,575673,0,0,46467,46467,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PA",N,LANCASTER,LNS,12/31/13,4/25/14,0,0,20894,0,0,0,0,20894,0,0,134511,886417,0,2680648,0,3410,3704986,3725880,289629,132434,0,0,0,0,0,0,422063,4147943,862401,134811,1984109,87551,181390,231084,3481346,1601352,5082698,-934755,1015,0,139983,4289,0,0,0,145287,-789468,50844919,50055451,2175,0,0,0,210178,212353,0,0,0,0,0,0,2734,2734,50052717,0,0,0,0,2458,0,0,81332,8.5,16,0,0,199011,25885,
"				  PA",N,BRADFORD REGIONAL,BFD,12/31/13,11/21/14,3094,0,75202,0,0,0,0,78296,0,0,555579,53680,0,0,0,31088,640347,718643,0,3600,0,0,0,0,0,0,3600,722243,344388,49318,18962,15916,14001,437708,880293,484755,1365048,-642805,711,-20318,734391,7499,180583,0,98397,1001263,358458,11927548,12286006,63967,32606,0,420689,297255,814517,0,443769,0,443769,0,0,0,0,378734,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",S,FAIRBANKS INTL,FAI,6/30/13,12/20/13,1486540,0,2426120,0,325495,26805,0,4264960,224094,0,0,558170,0,310932,0,0,1093196,5358156,150010,156344,183440,119582,1269156,1092771,0,365634,3336937,8695093,12118358,1937767,1552304,598736,219483,79527,16506175,12665837,29172012,-20476919,0,0,0,1336971,1438521,165599,989358,3930449,-16546470,0,0,4392213,38224,0,0,5388943,9819380,0,0,0,0,0,0,0,0,0,0,165599,0,0,478879,1093094,2,117737,8.91,97,2256726,2256726,6407124,18162,
"				  AK",N,KENAI MUNI,ENA,6/30/13,12/17/13,309572,0,242382,0,38355,0,0,590309,0,0,0,0,11179,72614,0,0,83793,674102,694343,0,0,9943,195398,206706,0,0,1106390,1780492,714376,335866,227546,276480,83170,1385901,3023339,1964204,4987543,-3207051,2202080,0,1104513,0,0,0,30444,3337037,129986,78270941,78400927,99414,47027,0,0,824899,971340,0,0,0,0,0,0,0,0,0,0,0,0,0,98784,216571779,1.46,41899,5.98,5,190455,393800,108500,0,
"				  AK",N,BETHEL,BET,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",M,ANCHORAGE INTL,ANC,6/30/13,12/20/13,6662220,0,13842925,0,3357521,636524,0,24499190,33981476,0,0,2760790,0,17879528,0,0,54621794,79120984,1143074,2607180,2069876,807572,4469490,7242249,0,905408,19244849,98365833,35599552,5761494,7484624,7757537,717019,1282032,58602258,53619143,112221401,-13855568,587653,-2.56E+07,1173268,4310005,82246185,-4461920,3263308,61541769,47686201,864145815,891431579,17416696,3125014,0,309076,25285624,46136410,565028824,0,0,565028824,17578713,0,22476408,40055121,115307114,0,18480,41208341,22508341,2469060,25510689,2,266034,9.92,363,4789038,4789038,30979455,156527,
"				  AK",N,JUNEAU INTL,JNU,6/30/13,1/9/14,1570184,0,754742,0,17160,128,0,2342214,0,0,0,464709,0,665014,108067,222703,1460493,3802707,0,189833,34604,40713,446484,411060,0,111173,1233867,5036574,2433011,607396,967385,1539985,115546,0,5663323,2814149,8477472,-3440898,14546,0,309936,814151,27392634,0,2380000,30911267,27470369,109493654,136964023,26240791,858844,0,0,0,27099635,0,3091762,0,3091762,0,0,0,0,2064376,0,0,0,0,352958,710613791,2.18,80289,6.64,29,354323,628442,3647573,0,
"				  IA",N,MASON CITY MUNI,MCW,6/30/13,12/13/13,22292,0,15920,0,0,0,869,39081,0,0,39600,44041,0,204,0,77839,161684,200765,82890,0,0,0,21580,0,0,9034,113504,314269,311877,84666,85151,10654,16811,76223,585382,0,585382,-271113,411,0,1318637,15910,5000,0,244955,1584913,1313800,380783,141945,1552635,0,0,0,0,1552635,0,0,0,0,0,0,0,0,16568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,DUBUQUE REGIONAL,DBQ,6/30/13,10/3/14,29364,0,94167,0,7150,0,0,130681,0,11591,2114901,229770,0,110342,78450,0,2545054,2675735,137930,1757,4212,10599,101691,196859,0,516169,969217,3644952,1266566,158553,2424912,57466,79031,124766,4111294,0,4111294,-466342,10113,-84325,5113841,130320,0,0,0,5169949,4703607,0,0,15489,5636755,0,247261,0,5899505,2994255,0,0,2994255,0,0,795410,795410,925,0,0,57257,0,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,WATERLOO MUNI,ALO,6/30/13,12/13/13,38660,0,177523,0,0,0,0,216183,0,0,38178,123181,0,60925,0,0,222284,438467,347453,0,0,56955,108039,63727,0,15673,591847,1030314,546581,106844,9895,14829,8157,264060,950366,0,950366,79948,416,0,1282802,74468,0,0,0,1357686,1437634,18792111,1.78697E+7,283044,0,0,0,405256,688300,240000,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,SIOUX GATEWAY,SUX,6/30/13,6/17/19,29020,0,239372,0,0,0,0,268392,0,0,136059,182252,0,57710,39942,0,415963,684355,563530,37201,15786,0,132117,195804,0,0,944438,1628793,994272,156115,544836,1040,0,0,1696263,2187815,3884078,-2255285,0,-54783,80645,109025,0,0,0,134887,-2120398,0,0,1361122,0,0,0,0,1361122,1569887,0,0,1569887,0,0,0,0,0,353518,0,0,0,26193,30903798,0.99,18296,10.25,14,51928,0,317607,54976,
"				  IA",S,THE EASTERN IOWA AIRPORT CEDAR RAPIDS,CID,6/30/13,10/25/13,1422389,0,1878932,0,0,0,0,3301321,564924,0,290787,1338497,0,61825,119361,0,2375394,5676715,947477,347277,192563,46365,1561527,3645644,0,1353164,8094017,13770732,3334031,626605,1015287,3168240,108591,126264,8379018,7728511,16107529,-2336797,44876,-1713,7583206,2085600,0,0,-4176,9707793,7370996,164923017,172290372,7155394,1304573,138179,0,357096,8955242,46032,0,0,46032,0,0,0,0,40456702,0,0,1935723,0,512897,848747199,2.49,54050,6.44,43,432209,632209,539074,456665,
"				  IA",S,DES MOINES INTL,DSM,12/31/13,4/11/14,3128901,0,3803776,0,532651,0,1674588,9139916,1962982,23375,743687,1738172,0,271259,145960,0,4885435,14025351,488850,676888,368743,220322,2658895,10159043,0,2044594,16617335,30642686,8687355,1503480,2300850,8890406,252626,43002,21677719,13305783,34983502,-4340816,19509,-2232824,4607816,4500465,0,0,804534,7699500,3358684,200607596,203858621,5225847,1697143,5368268,577009,612061,13480328,42925000,0,0,42925000,7075445,0,1169173,8244618,29077109,0,-893595,3032172,3032172,1101524,1673190,2.75,76445,8.3,61,2394203,0,2580302,0,
"				  KS",N,GARDEN CITY REGIONAL,GCK,12/31/13,3/6/14,13870,0,106576,0,0,0,0,120446,0,0,26244,65787,0,44368,0,0,136399,256845,35487,9290,0,19555,0,0,0,10545,74877,331722,312508,182042,48809,406988,9318,0,959665,462815,1422480,-1090758,0,0,611933,9275,998694,0,0,1619902,529144,22188724,22740726,654318,0,0,0,0,654318,0,0,0,0,0,0,0,0,369439,30000,10118,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NE",N,LINCOLN MUNICIPAL AIRPORT,LNK,6/30/13,11/20/13,279240,0,651932,0,0,0,0,931172,0,0,1588349,617995,0,75011,100802,54871,2437028,3368200,4917165,0,0,30000,744680,1031478,0,137871,6861194,10229394,4001727,749609,0,1656552,388810,979280,7775978,5453220,13229198,-2999804,28917,-234200,2016078,0,0,0,121984,1932779,-1067025,59566827,58299802,2769827,35849,52160,589148,5157035,8604019,6765000,630000,6105000,13500000,611404,0,1001,612405,6434813,4200000,0,870000,0,138035,505400,1.85,44641,6.75,52,1247704,330000,658092,134407,
"				  KS",N,MANHATTAN REGIONAL,MHK,12/31/13,6/26/14,30031,0,21512,0,0,0,1200,52743,0,18978,37319,93777,0,67509,0,0,217583,270326,47583,2455,0,6669,199395,0,0,6928,263030,533356,413708,121450,118370,89828,0,46202,789558,1364864,2154422,-1621066,0,0,2423883,268556,0,0,10950,2703389,1082323,0,0,2223665,1424450,0,0,0,3648115,1557173,0,0,1557173,0,0,0,0,0,0,0,202625,0,62459,86259996,0.4,23783,0.84,8,0,0,745081,44477,
"				  KS",S,WICHITA DWIGHT D EISENHOWER NATIONAL AIRPORT,ICT,12/31/13,6/19/14,2622695,0,2087029,0,123650,0,0,4833374,560423,0,936717,486318,0,518997,114058,135126,2751639,7585013,4494476,286667,161251,279813,1997903,3059429,171866,370982,10822387,18407400,8610253,1454098,980515,1670159,237263,1458793,14411081,8593178,23004259,-4596859,486185,-1256741,13967832,3099615,1000732,0,1876458,19174081,14577222,177040275,191617498,1584646,42294444,6753449,10815,2329222,52972576,16065000,86453063,1.131E+7,113828063,0,0,0,0,28084769,8010000,0,1292080,1194700,752655,1131342428,2.75,149377,6.42,122,3813347,0,4021935,551405,
"				  MO",N,JOPLIN MUNI,JLN,10/31/13,9/10/14,25620,0,52303,0,390,0,0,78313,0,0,25200,140232,0,83063,21080,0,269575,347888,112754,3993,0,0,69420,0,0,3220,189387,537275,390205,227785,49779,222031,48093,121093,1058986,1367627,2426613,-1889338,0,0,1252350,107610,0,0,650000,2009960,120622,18795199,18915822,129664,237500,0,0,21807,388971,0,0,0,0,0,0,0,0,0,0,0,0,0,23098,0,0,0,3.39,0,21080,0,91593,16846,
"				  MO",N,COLUMBIA REGIONAL,COU,9/30/13,1/23/14,14552,0,72141,0,21,0,0,86714,0,0,16753,65468,0,34145,57870,38168,212404,299118,26037,0,10617,3777,82784,0,0,5872,129087,428205,1044365,131311,189417,388934,75593,13051,1842671,693737,2536408,-2108203,-82825,-7349,5967289,188283,0,-5159,2008771,8069010,5960807,20953756,26914563,6354672,321515,0,0,65950,6742137,174183,1819711,0,1993894,0,0,6415432,6415432,649944,0,0,30000,30000,43178,42805,0.62,21241,2.01,17,592667,0,36059,102569,
"				  MO",N,SPRINGFIELD-BRANSON NATIONAL,SGF,6/30/13,10/9/14,533467,0,1724986,0,0,0,0,2258453,252323,0,26451,513645,0,1777819,109931,916532,3596701,5855154,987211,122823,28340,0,1682398,2874382,0,212850,5908004,11763158,5540663,1353253,1093753,857565,290582,417772,9553588,10289437,19843025,-8079867,411218,-4380322,3128719,1486735,0,0,1220292,1866642,-6213225,129080706,123074168,16583,15000,0,0,1931240,1962823,85035000,0,6085000,91120000,11898074,0,102656755,114554829,8519339,0,0,6403695,4916960,375617,6.04511E+8,1.3,42480,6.01,93,565933,657067,235964,387835,
"				  MO",M,KANSAS CITY INTL,MCI,4/30/13,8/26/13,1.411334E+7,0,10621301,0,1826567,0,0,26561208,1127010,129697,0,0,0,442210,0,3344231,5043148,31604356,6960542,1972644,825272,711989,14660582,47375785,454027,1412007,74372848,105977204,29366163,9104649,4592404,32339024,1327436,45873,76775549,54669046,131444595,-25467391,1542208,-13335509,10660467,19468916,0,0,1851675,20187757,-5279634,519283349,514003713,5476214,7245637,3064568,3417745,7443911,26648075,273955000,0,0,273955000,37470333,0,51696732,89167065,72936677,0,35636,34289864,24252864,4773085,6337030577,2.37,136080,5.56,414,8612672,2772031,3909267,1446500,
"				  NY",N,MASSENA INTL/RICHARDS FIELD,MSS,12/31/13,5/12/14,38400,0,36410,0,0,0,0,74810,0,0,0,34245,0,51518,5946,0,91709,166519,0,0,0,0,0,0,0,0,0,166519,261619,53583,36276,23138,12820,13467,400903,0,400903,-234384,41,-9313,492949,820,3873,0,0,488370,253986,147036,174451,72465,0,0,31575,380970,485010,276000,0,0,276000,0,0,174451,174451,0,0,0,68212,0,4813,0,0,0,15.54,3,33429,2382,38396,4388,
"				  WY",N,ROCK SPRINGS - SWEETWATER COUNTY,RKS,6/30/13,11/7/14,60330,0,91569,0,280,0,0,152179,0,0,19200,120524,0,458247,0,30964,628935,781114,3600,0,2615,8007,211162,0,0,0,225384,1006498,934181,148616,17108,74642,42652,140439,1357638,977912,2335550,-1329052,392,-5355,3946670,122625,0,0,386,4064718,2735666,8372019,11107685,3036939,0,0,0,410663,3447602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NH",N,PEASE INTL TRADEPORT,PSM,6/30/13,10/17/13,0,0,3163,0,0,0,0,3163,0,150041,0,803611,0,38101,0,16143,1007896,1011059,8272973,0,0,0,0,0,0,1531566,9804539,10815598,4836853,729997,340458,1055039,179121,1773423,8914891,5528086,14442977,-3627379,9314,-107218,696987,0,1272336,0,0,1871419,-1755960,0,0,696710,0,85707,217182,3300553,4300152,2268035,1289687,0,3557722,0,0,0,0,0,0,543934,0,0,0,0,0,0,0,0,0,0,0,0,
"				  VT",N,RUTLAND STATE,RUT,6/30/13,10/24/13,10410,0,0,0,8135,0,0,18545,0,41975,22242,14997,49465,0,47754,0,176433,194978,1200,279,0,4044,7609,0,0,0,13132,208110,266240,78443,9300,32000,0,0,385983,0,385983,-177873,0,0,4821093,0,0,0,0,4821093,4643220,0,0,0,0,10000,85000,49000,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MN",N,THIEF RIVER FALLS REGIONAL,TVF,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,ANAKTUVUK PASS,AKP,6/30/13,9/16/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31006,1518,0,27629,0,0,60153,0,60153,-60153,0,0,0,0,0,0,0,0,-60153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37732,0,
"				  CA",N,JACK MC NAMARA FIELD,CEC,6/30/13,12/16/13,42113,0,54338,0,637,0,0,97088,0,0,9667,63948,0,21721,0,2069,97405,194493,25230,0,0,0,3300,0,0,15776,44306,238799,306955,38546,18781,2931227,28924,79409,3403842,0,3403842,-3165043,-285,-2210,2873044,46044,0,0,271940,3188533,23490,156127,179617,2344461,474455,27116,81348,0,2927380,0,41689,0,41689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
